Mod:Item:MetaData, Localized Name
ExtraTiC:binding:172, Void Metal Binding
ExtraTiC:binding:141, Pokefennium Binding
ExtraTiC:binding:173, RedAurum Binding
ExtraTiC:binding:142, Fairy Binding
ExtraTiC:binding:143, Certus Quartz Binding
ExtraTiC:binding:144, Ender Amethyst Binding
ExtraTiC:binding:178, Draconium Binding
ExtraTiC:binding:179, Awakened Draconium Binding
ExtraTiC:binding:148, Desh Binding
ExtraTiC:binding:180, Glue Binding
ExtraTiC:binding:186, Tear Jerker Binding
ExtraTiC:binding:126, Mithril Binding
ExtraTiC:chiselHead:160, Fiery Chisel Head
ExtraTiC:chiselHead:161, Ironwood Chisel Head
ExtraTiC:chiselHead:162, KnightMetal Chisel Head
ExtraTiC:chiselHead:163, Steelleaf Chisel Head
ExtraTiC:chiselHead:164, Amethyst Chisel Head
ExtraTiC:chiselHead:165, Peridot Chisel Head
ExtraTiC:chiselHead:166, Ruby Chisel Head
ExtraTiC:chiselHead:167, Sapphire Chisel Head
ExtraTiC:chiselHead:139, Refined Glowstone Chisel Head
ExtraTiC:chiselHead:171, Dark Steel Chisel Head
ExtraTiC:chiselHead:140, Osmium Chisel Head
ExtraTiC:chiselHead:172, Void Metal Chisel Head
ExtraTiC:chiselHead:141, Pokefennium Chisel Head
ExtraTiC:chiselHead:173, RedAurum Chisel Head
ExtraTiC:chiselHead:142, Fairy Chisel Head
ExtraTiC:chiselHead:143, Certus Quartz Chisel Head
ExtraTiC:chiselHead:144, Ender Amethyst Chisel Head
ExtraTiC:chiselHead:178, Draconium Chisel Head
ExtraTiC:chiselHead:179, Awakened Draconium Chisel Head
ExtraTiC:chiselHead:148, Desh Chisel Head
ExtraTiC:chiselHead:180, Glue Chisel Head
ExtraTiC:chiselHead:186, Tear Jerker Chisel Head
ExtraTiC:chiselHead:126, Mithril Chisel Head
ExtraTiC:chunk:160, Fiery Chunk
ExtraTiC:chunk:161, Ironwood Chunk
ExtraTiC:chunk:162, KnightMetal Chunk
ExtraTiC:chunk:163, Steelleaf Chunk
ExtraTiC:chunk:164, Amethyst Chunk
ExtraTiC:chunk:165, Peridot Chunk
ExtraTiC:chunk:166, Ruby Chunk
ExtraTiC:chunk:167, Sapphire Chunk
ExtraTiC:chunk:139, Refined Glowstone Chunk
ExtraTiC:chunk:171, Dark Steel Chunk
ExtraTiC:chunk:140, Osmium Chunk
ExtraTiC:chunk:172, Void Metal Chunk
ExtraTiC:chunk:141, Pokefennium Chunk
ExtraTiC:chunk:173, RedAurum Chunk
ExtraTiC:chunk:142, Fairy Chunk
ExtraTiC:chunk:143, Certus Quartz Chunk
ExtraTiC:chunk:144, Ender Amethyst Chunk
ExtraTiC:chunk:178, Draconium Chunk
ExtraTiC:chunk:179, Awakened Draconium Chunk
ExtraTiC:chunk:148, Desh Chunk
ExtraTiC:chunk:180, Glue Chunk
ExtraTiC:chunk:186, Tear Jerker Chunk
ExtraTiC:chunk:126, Mithril Chunk
ExtraTiC:crossbar:160, Fiery Crossbar
ExtraTiC:crossbar:161, Ironwood Crossbar
ExtraTiC:crossbar:162, KnightMetal Crossbar
ExtraTiC:crossbar:163, Steelleaf Crossbar
ExtraTiC:crossbar:164, Amethyst Crossbar
ExtraTiC:crossbar:165, Peridot Crossbar
ExtraTiC:crossbar:166, Ruby Crossbar
ExtraTiC:crossbar:167, Sapphire Crossbar
ExtraTiC:crossbar:139, Refined Glowstone Crossbar
ExtraTiC:crossbar:171, Dark Steel Crossbar
ExtraTiC:crossbar:140, Osmium Crossbar
ExtraTiC:crossbar:172, Void Metal Crossbar
ExtraTiC:crossbar:141, Pokefennium Crossbar
ExtraTiC:crossbar:173, RedAurum Crossbar
ExtraTiC:crossbar:142, Fairy Crossbar
ExtraTiC:crossbar:143, Certus Quartz Crossbar
ExtraTiC:crossbar:144, Ender Amethyst Crossbar
ExtraTiC:crossbar:178, Draconium Crossbar
ExtraTiC:crossbar:179, Awakened Draconium Crossbar
ExtraTiC:crossbar:148, Desh Crossbar
ExtraTiC:crossbar:180, Glue Crossbar
ExtraTiC:crossbar:186, Tear Jerker Crossbar
ExtraTiC:crossbar:126, Mithril Crossbar
ExtraTiC:excavatorHead:160, Fiery Excavator Head
ExtraTiC:excavatorHead:161, Ironwood Excavator Head
ExtraTiC:excavatorHead:162, KnightMetal Excavator Head
ExtraTiC:excavatorHead:163, Steelleaf Excavator Head
ExtraTiC:excavatorHead:164, Amethyst Excavator Head
ExtraTiC:excavatorHead:165, Peridot Excavator Head
ExtraTiC:excavatorHead:166, Ruby Excavator Head
ExtraTiC:excavatorHead:167, Sapphire Excavator Head
ExtraTiC:excavatorHead:139, Refined Glowstone Excavator Head
ExtraTiC:excavatorHead:171, Dark Steel Excavator Head
ExtraTiC:excavatorHead:140, Osmium Excavator Head
ExtraTiC:excavatorHead:172, Void Metal Excavator Head
ExtraTiC:excavatorHead:141, Pokefennium Excavator Head
ExtraTiC:excavatorHead:173, RedAurum Excavator Head
ExtraTiC:excavatorHead:142, Fairy Excavator Head
ExtraTiC:excavatorHead:143, Certus Quartz Excavator Head
ExtraTiC:excavatorHead:144, Ender Amethyst Excavator Head
ExtraTiC:excavatorHead:178, Draconium Excavator Head
ExtraTiC:excavatorHead:179, Awakened Draconium Excavator Head
ExtraTiC:excavatorHead:148, Desh Excavator Head
ExtraTiC:excavatorHead:180, Glue Excavator Head
ExtraTiC:excavatorHead:186, Tear Jerker Excavator Head
ExtraTiC:excavatorHead:126, Mithril Excavator Head
ExtraTiC:frypanHead:160, Fiery Pan Head
ExtraTiC:frypanHead:161, Ironwood Pan Head
ExtraTiC:frypanHead:162, KnightMetal Pan Head
ExtraTiC:frypanHead:163, Steelleaf Pan Head
ExtraTiC:frypanHead:164, Amethyst Pan Head
ExtraTiC:frypanHead:165, Peridot Pan Head
ExtraTiC:frypanHead:166, Ruby Pan Head
ExtraTiC:frypanHead:167, Sapphire Pan Head
ExtraTiC:frypanHead:139, Refined Glowstone Pan Head
ExtraTiC:frypanHead:171, Dark Steel Pan Head
ExtraTiC:frypanHead:140, Osmium Pan Head
ExtraTiC:frypanHead:172, Void Metal Pan Head
ExtraTiC:frypanHead:141, Pokefennium Pan Head
ExtraTiC:frypanHead:173, RedAurum Pan Head
ExtraTiC:frypanHead:142, Fairy Pan Head
ExtraTiC:frypanHead:143, Certus Quartz Pan Head
ExtraTiC:frypanHead:144, Ender Amethyst Pan Head
ExtraTiC:frypanHead:178, Draconium Pan Head
ExtraTiC:frypanHead:179, Awakened Draconium Pan Head
ExtraTiC:frypanHead:148, Desh Pan Head
ExtraTiC:frypanHead:180, Glue Pan Head
ExtraTiC:frypanHead:186, Tear Jerker Pan Head
ExtraTiC:frypanHead:126, Mithril Pan Head
ExtraTiC:fullGuard:160, Fiery Full Guard
ExtraTiC:fullGuard:161, Ironwood Full Guard
ExtraTiC:fullGuard:162, KnightMetal Full Guard
ExtraTiC:fullGuard:163, Steelleaf Full Guard
ExtraTiC:fullGuard:164, Amethyst Full Guard
ExtraTiC:fullGuard:165, Peridot Full Guard
ExtraTiC:fullGuard:166, Ruby Full Guard
ExtraTiC:fullGuard:167, Sapphire Full Guard
ExtraTiC:fullGuard:139, Refined Glowstone Full Guard
ExtraTiC:fullGuard:171, Dark Steel Full Guard
ExtraTiC:fullGuard:140, Osmium Full Guard
ExtraTiC:fullGuard:172, Void Metal Full Guard
ExtraTiC:fullGuard:141, Pokefennium Full Guard
ExtraTiC:fullGuard:173, RedAurum Full Guard
ExtraTiC:fullGuard:142, Fairy Full Guard
ExtraTiC:fullGuard:143, Certus Quartz Full Guard
ExtraTiC:fullGuard:144, Ender Amethyst Full Guard
ExtraTiC:fullGuard:178, Draconium Full Guard
ExtraTiC:fullGuard:179, Awakened Draconium Full Guard
ExtraTiC:fullGuard:148, Desh Full Guard
ExtraTiC:fullGuard:180, Glue Full Guard
ExtraTiC:fullGuard:186, Tear Jerker Full Guard
ExtraTiC:fullGuard:126, Mithril Full Guard
ExtraTiC:hammerHead:160, Fiery Hammer Head
ExtraTiC:hammerHead:161, Ironwood Hammer Head
ExtraTiC:hammerHead:162, KnightMetal Hammer Head
ExtraTiC:hammerHead:163, Steelleaf Hammer Head
ExtraTiC:hammerHead:164, Amethyst Hammer Head
ExtraTiC:hammerHead:165, Peridot Hammer Head
ExtraTiC:hammerHead:166, Ruby Hammer Head
ExtraTiC:hammerHead:167, Sapphire Hammer Head
ExtraTiC:hammerHead:139, Refined Glowstone Hammer Head
ExtraTiC:hammerHead:171, Dark Steel Hammer Head
ExtraTiC:hammerHead:140, Osmium Hammer Head
ExtraTiC:hammerHead:172, Void Metal Hammer Head
ExtraTiC:hammerHead:141, Pokefennium Hammer Head
ExtraTiC:hammerHead:173, RedAurum Hammer Head
ExtraTiC:hammerHead:142, Fairy Hammer Head
ExtraTiC:hammerHead:143, Certus Quartz Hammer Head
ExtraTiC:hammerHead:144, Ender Amethyst Hammer Head
ExtraTiC:hammerHead:178, Draconium Hammer Head
ExtraTiC:hammerHead:179, Awakened Draconium Hammer Head
ExtraTiC:hammerHead:148, Desh Hammer Head
ExtraTiC:hammerHead:180, Glue Hammer Head
ExtraTiC:hammerHead:186, Tear Jerker Hammer Head
ExtraTiC:hammerHead:126, Mithril Hammer Head
ExtraTiC:knifeBlade:160, Fiery Knife Blade
ExtraTiC:knifeBlade:161, Ironwood Knife Blade
ExtraTiC:knifeBlade:162, KnightMetal Knife Blade
ExtraTiC:knifeBlade:163, Steelleaf Knife Blade
ExtraTiC:knifeBlade:164, Amethyst Knife Blade
ExtraTiC:knifeBlade:165, Peridot Knife Blade
ExtraTiC:knifeBlade:166, Ruby Knife Blade
ExtraTiC:knifeBlade:167, Sapphire Knife Blade
ExtraTiC:knifeBlade:139, Refined Glowstone Knife Blade
ExtraTiC:knifeBlade:171, Dark Steel Knife Blade
ExtraTiC:knifeBlade:140, Osmium Knife Blade
ExtraTiC:knifeBlade:172, Void Metal Knife Blade
ExtraTiC:knifeBlade:141, Pokefennium Knife Blade
ExtraTiC:knifeBlade:173, RedAurum Knife Blade
ExtraTiC:knifeBlade:142, Fairy Knife Blade
ExtraTiC:knifeBlade:143, Certus Quartz Knife Blade
ExtraTiC:knifeBlade:144, Ender Amethyst Knife Blade
ExtraTiC:knifeBlade:178, Draconium Knife Blade
ExtraTiC:knifeBlade:179, Awakened Draconium Knife Blade
ExtraTiC:knifeBlade:148, Desh Knife Blade
ExtraTiC:knifeBlade:180, Glue Knife Blade
ExtraTiC:knifeBlade:186, Tear Jerker Knife Blade
ExtraTiC:knifeBlade:126, Mithril Knife Blade
ExtraTiC:largeGuard:160, Fiery Large Guard
ExtraTiC:largeGuard:161, Ironwood Large Guard
ExtraTiC:largeGuard:162, KnightMetal Large Guard
ExtraTiC:largeGuard:163, Steelleaf Large Guard
ExtraTiC:largeGuard:164, Amethyst Large Guard
ExtraTiC:largeGuard:165, Peridot Large Guard
ExtraTiC:largeGuard:166, Ruby Large Guard
ExtraTiC:largeGuard:167, Sapphire Large Guard
ExtraTiC:largeGuard:139, Refined Glowstone Large Guard
ExtraTiC:largeGuard:171, Dark Steel Large Guard
ExtraTiC:largeGuard:140, Osmium Large Guard
ExtraTiC:largeGuard:172, Void Metal Large Guard
ExtraTiC:largeGuard:141, Pokefennium Large Guard
ExtraTiC:largeGuard:173, RedAurum Large Guard
ExtraTiC:largeGuard:142, Fairy Large Guard
ExtraTiC:largeGuard:143, Certus Quartz Large Guard
ExtraTiC:largeGuard:144, Ender Amethyst Large Guard
ExtraTiC:largeGuard:178, Draconium Large Guard
ExtraTiC:largeGuard:179, Awakened Draconium Large Guard
ExtraTiC:largeGuard:148, Desh Large Guard
ExtraTiC:largeGuard:180, Glue Large Guard
ExtraTiC:largeGuard:186, Tear Jerker Large Guard
ExtraTiC:largeGuard:126, Mithril Large Guard
ExtraTiC:largeSwordBlade:160, Fiery Large Sword Blade
ExtraTiC:largeSwordBlade:161, Ironwood Large Sword Blade
ExtraTiC:largeSwordBlade:162, KnightMetal Large Sword Blade
ExtraTiC:largeSwordBlade:163, Steelleaf Large Sword Blade
ExtraTiC:largeSwordBlade:164, Amethyst Large Sword Blade
ExtraTiC:largeSwordBlade:165, Peridot Large Sword Blade
ExtraTiC:largeSwordBlade:166, Ruby Large Sword Blade
ExtraTiC:largeSwordBlade:167, Sapphire Large Sword Blade
ExtraTiC:largeSwordBlade:139, Refined Glowstone Large Sword Blade
ExtraTiC:largeSwordBlade:171, Dark Steel Large Sword Blade
ExtraTiC:largeSwordBlade:140, Osmium Large Sword Blade
ExtraTiC:largeSwordBlade:172, Void Metal Large Sword Blade
ExtraTiC:largeSwordBlade:141, Pokefennium Large Sword Blade
ExtraTiC:largeSwordBlade:173, RedAurum Large Sword Blade
ExtraTiC:largeSwordBlade:142, Fairy Large Sword Blade
ExtraTiC:largeSwordBlade:143, Certus Quartz Large Sword Blade
ExtraTiC:largeSwordBlade:144, Ender Amethyst Large Sword Blade
ExtraTiC:largeSwordBlade:178, Draconium Large Sword Blade
ExtraTiC:largeSwordBlade:179, Awakened Draconium Large Sword Blade
ExtraTiC:largeSwordBlade:148, Desh Large Sword Blade
ExtraTiC:largeSwordBlade:180, Glue Large Sword Blade
ExtraTiC:largeSwordBlade:186, Tear Jerker Large Sword Blade
ExtraTiC:largeSwordBlade:126, Mithril Large Sword Blade
ExtraTiC:largeplate:160, Fiery Large Plate
ExtraTiC:largeplate:161, Ironwood Large Plate
ExtraTiC:largeplate:162, KnightMetal Large Plate
ExtraTiC:largeplate:163, Steelleaf Large Plate
ExtraTiC:largeplate:164, Amethyst Large Plate
ExtraTiC:largeplate:165, Peridot Large Plate
ExtraTiC:largeplate:166, Ruby Large Plate
ExtraTiC:largeplate:167, Sapphire Large Plate
ExtraTiC:largeplate:139, Refined Glowstone Large Plate
ExtraTiC:largeplate:171, Dark Steel Large Plate
ExtraTiC:largeplate:140, Osmium Large Plate
ExtraTiC:largeplate:172, Void Metal Large Plate
ExtraTiC:largeplate:141, Pokefennium Large Plate
ExtraTiC:largeplate:173, RedAurum Large Plate
ExtraTiC:largeplate:142, Fairy Large Plate
ExtraTiC:largeplate:143, Certus Quartz Large Plate
ExtraTiC:largeplate:144, Ender Amethyst Large Plate
ExtraTiC:largeplate:178, Draconium Large Plate
ExtraTiC:largeplate:179, Awakened Draconium Large Plate
ExtraTiC:largeplate:148, Desh Large Plate
ExtraTiC:largeplate:180, Glue Large Plate
ExtraTiC:largeplate:186, Tear Jerker Large Plate
ExtraTiC:largeplate:126, Mithril Large Plate
ExtraTiC:lumberaxeHead:160, Fiery Broad Axe Head
ExtraTiC:lumberaxeHead:161, Ironwood Broad Axe Head
ExtraTiC:lumberaxeHead:162, KnightMetal Broad Axe Head
ExtraTiC:lumberaxeHead:163, Steelleaf Broad Axe Head
ExtraTiC:lumberaxeHead:164, Amethyst Broad Axe Head
ExtraTiC:lumberaxeHead:165, Peridot Broad Axe Head
ExtraTiC:lumberaxeHead:166, Ruby Broad Axe Head
ExtraTiC:lumberaxeHead:167, Sapphire Broad Axe Head
ExtraTiC:lumberaxeHead:139, Refined Glowstone Broad Axe Head
ExtraTiC:lumberaxeHead:171, Dark Steel Broad Axe Head
ExtraTiC:lumberaxeHead:140, Osmium Broad Axe Head
ExtraTiC:lumberaxeHead:172, Void Metal Broad Axe Head
ExtraTiC:lumberaxeHead:141, Pokefennium Broad Axe Head
ExtraTiC:lumberaxeHead:173, RedAurum Broad Axe Head
ExtraTiC:lumberaxeHead:142, Fairy Broad Axe Head
ExtraTiC:lumberaxeHead:143, Certus Quartz Broad Axe Head
ExtraTiC:lumberaxeHead:144, Ender Amethyst Broad Axe Head
ExtraTiC:lumberaxeHead:178, Draconium Broad Axe Head
ExtraTiC:lumberaxeHead:179, Awakened Draconium Broad Axe Head
ExtraTiC:lumberaxeHead:148, Desh Broad Axe Head
ExtraTiC:lumberaxeHead:180, Glue Broad Axe Head
ExtraTiC:lumberaxeHead:186, Tear Jerker Broad Axe Head
ExtraTiC:lumberaxeHead:126, Mithril Broad Axe Head
ExtraTiC:mediumGuard:160, Fiery Medium Guard
ExtraTiC:mediumGuard:161, Ironwood Medium Guard
ExtraTiC:mediumGuard:162, KnightMetal Medium Guard
ExtraTiC:mediumGuard:163, Steelleaf Medium Guard
ExtraTiC:mediumGuard:164, Amethyst Medium Guard
ExtraTiC:mediumGuard:165, Peridot Medium Guard
ExtraTiC:mediumGuard:166, Ruby Medium Guard
ExtraTiC:mediumGuard:167, Sapphire Medium Guard
ExtraTiC:mediumGuard:139, Refined Glowstone Medium Guard
ExtraTiC:mediumGuard:171, Dark Steel Medium Guard
ExtraTiC:mediumGuard:140, Osmium Medium Guard
ExtraTiC:mediumGuard:172, Void Metal Medium Guard
ExtraTiC:mediumGuard:141, Pokefennium Medium Guard
ExtraTiC:mediumGuard:173, RedAurum Medium Guard
ExtraTiC:mediumGuard:142, Fairy Medium Guard
ExtraTiC:mediumGuard:143, Certus Quartz Medium Guard
ExtraTiC:mediumGuard:144, Ender Amethyst Medium Guard
ExtraTiC:mediumGuard:178, Draconium Medium Guard
ExtraTiC:mediumGuard:179, Awakened Draconium Medium Guard
ExtraTiC:mediumGuard:148, Desh Medium Guard
ExtraTiC:mediumGuard:180, Glue Medium Guard
ExtraTiC:mediumGuard:186, Tear Jerker Medium Guard
ExtraTiC:mediumGuard:126, Mithril Medium Guard
ExtraTiC:pickaxeHead:160, Fiery Pickaxe Head
ExtraTiC:pickaxeHead:161, Ironwood Pickaxe Head
ExtraTiC:pickaxeHead:162, KnightMetal Pickaxe Head
ExtraTiC:pickaxeHead:163, Steelleaf Pickaxe Head
ExtraTiC:pickaxeHead:164, Amethyst Pickaxe Head
ExtraTiC:pickaxeHead:165, Peridot Pickaxe Head
ExtraTiC:pickaxeHead:166, Ruby Pickaxe Head
ExtraTiC:pickaxeHead:167, Sapphire Pickaxe Head
ExtraTiC:pickaxeHead:139, Refined Glowstone Pickaxe Head
ExtraTiC:pickaxeHead:171, Dark Steel Pickaxe Head
ExtraTiC:pickaxeHead:140, Osmium Pickaxe Head
ExtraTiC:pickaxeHead:172, Void Metal Pickaxe Head
ExtraTiC:pickaxeHead:141, Pokefennium Pickaxe Head
ExtraTiC:pickaxeHead:173, RedAurum Pickaxe Head
ExtraTiC:pickaxeHead:142, Fairy Pickaxe Head
ExtraTiC:pickaxeHead:143, Certus Quartz Pickaxe Head
ExtraTiC:pickaxeHead:144, Ender Amethyst Pickaxe Head
ExtraTiC:pickaxeHead:178, Draconium Pickaxe Head
ExtraTiC:pickaxeHead:179, Awakened Draconium Pickaxe Head
ExtraTiC:pickaxeHead:148, Desh Pickaxe Head
ExtraTiC:pickaxeHead:180, Glue Pickaxe Head
ExtraTiC:pickaxeHead:186, Tear Jerker Pickaxe Head
ExtraTiC:pickaxeHead:126, Mithril Pickaxe Head
ExtraTiC:scytheHead:160, Fiery Scythe Head
ExtraTiC:scytheHead:161, Ironwood Scythe Head
ExtraTiC:scytheHead:162, KnightMetal Scythe Head
ExtraTiC:scytheHead:163, Steelleaf Scythe Head
ExtraTiC:scytheHead:164, Amethyst Scythe Head
ExtraTiC:scytheHead:165, Peridot Scythe Head
ExtraTiC:scytheHead:166, Ruby Scythe Head
ExtraTiC:scytheHead:167, Sapphire Scythe Head
ExtraTiC:scytheHead:139, Refined Glowstone Scythe Head
ExtraTiC:scytheHead:171, Dark Steel Scythe Head
ExtraTiC:scytheHead:140, Osmium Scythe Head
ExtraTiC:scytheHead:172, Void Metal Scythe Head
ExtraTiC:scytheHead:141, Pokefennium Scythe Head
ExtraTiC:scytheHead:173, RedAurum Scythe Head
ExtraTiC:scytheHead:142, Fairy Scythe Head
ExtraTiC:scytheHead:143, Certus Quartz Scythe Head
ExtraTiC:scytheHead:144, Ender Amethyst Scythe Head
ExtraTiC:scytheHead:178, Draconium Scythe Head
ExtraTiC:scytheHead:179, Awakened Draconium Scythe Head
ExtraTiC:scytheHead:148, Desh Scythe Head
ExtraTiC:scytheHead:180, Glue Scythe Head
ExtraTiC:scytheHead:186, Tear Jerker Scythe Head
ExtraTiC:scytheHead:126, Mithril Scythe Head
ExtraTiC:shovelHead:160, Fiery Shovel Head
ExtraTiC:shovelHead:161, Ironwood Shovel Head
ExtraTiC:shovelHead:162, KnightMetal Shovel Head
ExtraTiC:shovelHead:163, Steelleaf Shovel Head
ExtraTiC:shovelHead:164, Amethyst Shovel Head
ExtraTiC:shovelHead:165, Peridot Shovel Head
ExtraTiC:shovelHead:166, Ruby Shovel Head
ExtraTiC:shovelHead:167, Sapphire Shovel Head
ExtraTiC:shovelHead:139, Refined Glowstone Shovel Head
ExtraTiC:shovelHead:171, Dark Steel Shovel Head
ExtraTiC:shovelHead:140, Osmium Shovel Head
ExtraTiC:shovelHead:172, Void Metal Shovel Head
ExtraTiC:shovelHead:141, Pokefennium Shovel Head
ExtraTiC:shovelHead:173, RedAurum Shovel Head
ExtraTiC:shovelHead:142, Fairy Shovel Head
ExtraTiC:shovelHead:143, Certus Quartz Shovel Head
ExtraTiC:shovelHead:144, Ender Amethyst Shovel Head
ExtraTiC:shovelHead:178, Draconium Shovel Head
ExtraTiC:shovelHead:179, Awakened Draconium Shovel Head
ExtraTiC:shovelHead:148, Desh Shovel Head
ExtraTiC:shovelHead:180, Glue Shovel Head
ExtraTiC:shovelHead:186, Tear Jerker Shovel Head
ExtraTiC:shovelHead:126, Mithril Shovel Head
ExtraTiC:swordBlade:160, Fiery Sword Blade
ExtraTiC:swordBlade:161, Ironwood Sword Blade
ExtraTiC:swordBlade:162, KnightMetal Sword Blade
ExtraTiC:swordBlade:163, Steelleaf Sword Blade
ExtraTiC:swordBlade:164, Amethyst Sword Blade
ExtraTiC:swordBlade:165, Peridot Sword Blade
ExtraTiC:swordBlade:166, Ruby Sword Blade
ExtraTiC:swordBlade:167, Sapphire Sword Blade
ExtraTiC:swordBlade:139, Refined Glowstone Sword Blade
ExtraTiC:swordBlade:171, Dark Steel Sword Blade
ExtraTiC:swordBlade:140, Osmium Sword Blade
ExtraTiC:swordBlade:172, Void Metal Sword Blade
ExtraTiC:swordBlade:141, Pokefennium Sword Blade
ExtraTiC:swordBlade:173, RedAurum Sword Blade
ExtraTiC:swordBlade:142, Fairy Sword Blade
ExtraTiC:swordBlade:143, Certus Quartz Sword Blade
ExtraTiC:swordBlade:144, Ender Amethyst Sword Blade
ExtraTiC:swordBlade:178, Draconium Sword Blade
ExtraTiC:swordBlade:179, Awakened Draconium Sword Blade
ExtraTiC:swordBlade:148, Desh Sword Blade
ExtraTiC:swordBlade:180, Glue Sword Blade
ExtraTiC:swordBlade:186, Tear Jerker Sword Blade
ExtraTiC:swordBlade:126, Mithril Sword Blade
ExtraTiC:toolrod:160, Fiery Tool Rod
ExtraTiC:toolrod:161, Ironwood Tool Rod
ExtraTiC:toolrod:162, KnightMetal Tool Rod
ExtraTiC:toolrod:163, Steelleaf Tool Rod
ExtraTiC:toolrod:164, Amethyst Tool Rod
ExtraTiC:toolrod:165, Peridot Tool Rod
ExtraTiC:toolrod:166, Ruby Tool Rod
ExtraTiC:toolrod:167, Sapphire Tool Rod
ExtraTiC:toolrod:139, Refined Glowstone Tool Rod
ExtraTiC:toolrod:171, Dark Steel Tool Rod
ExtraTiC:toolrod:140, Osmium Tool Rod
ExtraTiC:toolrod:172, Void Metal Tool Rod
ExtraTiC:toolrod:141, Pokefennium Tool Rod
ExtraTiC:toolrod:173, RedAurum Tool Rod
ExtraTiC:toolrod:142, Fairy Tool Rod
ExtraTiC:toolrod:143, Certus Quartz Tool Rod
ExtraTiC:toolrod:144, Ender Amethyst Tool Rod
ExtraTiC:toolrod:178, Draconium Tool Rod
ExtraTiC:toolrod:179, Awakened Draconium Tool Rod
ExtraTiC:toolrod:148, Desh Tool Rod
ExtraTiC:toolrod:180, Glue Tool Rod
ExtraTiC:toolrod:186, Tear Jerker Tool Rod
ExtraTiC:toolrod:126, Mithril Tool Rod
ExtraTiC:toughbind:160, Fiery Tough Binding
ExtraTiC:toughbind:161, Ironwood Tough Binding
ExtraTiC:toughbind:162, KnightMetal Tough Binding
ExtraTiC:toughbind:163, Steelleaf Tough Binding
ExtraTiC:toughbind:164, Amethyst Tough Binding
ExtraTiC:toughbind:165, Peridot Tough Binding
ExtraTiC:toughbind:166, Ruby Tough Binding
ExtraTiC:toughbind:167, Sapphire Tough Binding
ExtraTiC:toughbind:139, Refined Glowstone Tough Binding
ExtraTiC:toughbind:171, Dark Steel Tough Binding
ExtraTiC:toughbind:140, Osmium Tough Binding
ExtraTiC:toughbind:172, Void Metal Tough Binding
ExtraTiC:toughbind:141, Pokefennium Tough Binding
ExtraTiC:toughbind:173, RedAurum Tough Binding
ExtraTiC:toughbind:142, Fairy Tough Binding
ExtraTiC:toughbind:143, Certus Quartz Tough Binding
ExtraTiC:toughbind:144, Ender Amethyst Tough Binding
ExtraTiC:toughbind:178, Draconium Tough Binding
ExtraTiC:toughbind:179, Awakened Draconium Tough Binding
ExtraTiC:toughbind:148, Desh Tough Binding
ExtraTiC:toughbind:180, Glue Tough Binding
ExtraTiC:toughbind:186, Tear Jerker Tough Binding
ExtraTiC:toughbind:126, Mithril Tough Binding
ExtraTiC:toughrod:160, Fiery Tough Rod
ExtraTiC:toughrod:161, Ironwood Tough Rod
ExtraTiC:toughrod:162, KnightMetal Tough Rod
ExtraTiC:toughrod:163, Steelleaf Tough Rod
ExtraTiC:toughrod:164, Amethyst Tough Rod
ExtraTiC:toughrod:165, Peridot Tough Rod
ExtraTiC:toughrod:166, Ruby Tough Rod
ExtraTiC:toughrod:167, Sapphire Tough Rod
ExtraTiC:toughrod:139, Refined Glowstone Tough Rod
ExtraTiC:toughrod:171, Dark Steel Tough Rod
ExtraTiC:toughrod:140, Osmium Tough Rod
ExtraTiC:toughrod:172, Void Metal Tough Rod
ExtraTiC:toughrod:141, Pokefennium Tough Rod
ExtraTiC:toughrod:173, RedAurum Tough Rod
ExtraTiC:toughrod:142, Fairy Tough Rod
ExtraTiC:toughrod:143, Certus Quartz Tough Rod
ExtraTiC:toughrod:144, Ender Amethyst Tough Rod
ExtraTiC:toughrod:178, Draconium Tough Rod
ExtraTiC:toughrod:179, Awakened Draconium Tough Rod
ExtraTiC:toughrod:148, Desh Tough Rod
ExtraTiC:toughrod:180, Glue Tough Rod
ExtraTiC:toughrod:186, Tear Jerker Tough Rod
ExtraTiC:toughrod:126, Mithril Tough Rod
ExtraTiC:shuriken:160, Fiery Shuriken
ExtraTiC:shuriken:161, Ironwood Shuriken
ExtraTiC:shuriken:162, KnightMetal Shuriken
ExtraTiC:shuriken:163, Steelleaf Shuriken
ExtraTiC:shuriken:164, Amethyst Shuriken
ExtraTiC:shuriken:165, Peridot Shuriken
ExtraTiC:shuriken:166, Ruby Shuriken
ExtraTiC:shuriken:167, Sapphire Shuriken
ExtraTiC:shuriken:139, Refined Glowstone Shuriken
ExtraTiC:shuriken:171, Dark Steel Shuriken
ExtraTiC:shuriken:140, Osmium Shuriken
ExtraTiC:shuriken:172, Void Metal Shuriken
ExtraTiC:shuriken:141, Pokefennium Shuriken
ExtraTiC:shuriken:173, RedAurum Shuriken
ExtraTiC:shuriken:142, Fairy Shuriken
ExtraTiC:shuriken:143, Certus Quartz Shuriken
ExtraTiC:shuriken:144, Ender Amethyst Shuriken
ExtraTiC:shuriken:178, Draconium Shuriken
ExtraTiC:shuriken:179, Awakened Draconium Shuriken
ExtraTiC:shuriken:148, Desh Shuriken
ExtraTiC:shuriken:180, Glue Shuriken
ExtraTiC:shuriken:186, Tear Jerker Shuriken
ExtraTiC:shuriken:126, Mithril Shuriken
ExtraTiC:BowLimb:160, Fiery Bow Limb
